probe	type	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00036599	II	1092.0	729.0	694.0	967.0	505.0	693.0	1067.0	1285.0	856.0	1037.0	903.0	607.0	822.0	594.0	1522.0	1001.0	772.0	625.0	562.0	403.0	836.0	946.0	780.0	875.0	1043.0	655.0	783.0	1406.0	743.0	496.0	840.0	1217.0	1627.0	1059.0	547.0	1112.0	790.0	999.0	668.0	931.0	1820.0	816.0	1200.0	553.0	440.0	752.0	934.0	2065.0	1236.0	1338.0	1298.0	1073.0	512.0	794.0	1002.0	612.0	855.0	761.0	847.0	693.0	557.0	600.0	483.0	502.0	480.0
cg00038020	II	2408.0	2924.0	3083.0	2760.0	3706.0	2097.0	2142.0	2410.0	1137.0	7871.0	1472.0	1976.0	1409.0	3218.0	2626.0	3138.0	1603.0	1237.0	989.0	857.0	1948.0	1411.0	1001.0	2090.0	3760.0	3069.0	1650.0	5636.0	1299.0	1189.0	2939.0	5295.0	5199.0	2095.0	2175.0	2248.0	984.0	1843.0	1982.0	1571.0	2170.0	1593.0	2649.0	1672.0	2367.0	1351.0	3171.0	6552.0	4762.0	4906.0	4511.0	1861.0	1528.0	1977.0	2001.0	1735.0	1803.0	2114.0	1198.0	2665.0	1000.0	972.0	1171.0	1400.0	1057.0
cg00038131	II	2028.0	2206.0	1513.0	1514.0	1000.0	1368.0	6267.0	4942.0	999.0	4984.0	2627.0	2083.0	2654.0	1952.0	1847.0	2374.0	2922.0	1998.0	4641.0	1574.0	2018.0	2190.0	2351.0	2245.0	3071.0	1946.0	1639.0	2935.0	1356.0	3553.0	2456.0	2464.0	2425.0	2698.0	1820.0	3119.0	1957.0	2760.0	4176.0	3359.0	4242.0	2599.0	2493.0	2892.0	2119.0	3121.0	3595.0	9676.0	5373.0	6987.0	4727.0	1288.0	6126.0	2692.0	3097.0	1429.0	5379.0	2891.0	3925.0	2335.0	1296.0	778.0	507.0	1055.0	939.0
cg00038446	II	1210.0	1104.0	843.0	1150.0	1611.0	1325.0	2768.0	1343.0	1270.0	4319.0	2611.0	1887.0	2478.0	1575.0	2138.0	3234.0	2773.0	2240.0	2072.0	1558.0	2537.0	2324.0	2114.0	2316.0	3057.0	1656.0	2235.0	5137.0	1336.0	2399.0	2310.0	1380.0	2197.0	2432.0	1579.0	2769.0	2193.0	2364.0	3658.0	2189.0	3541.0	2562.0	3267.0	3095.0	2482.0	2608.0	4114.0	4245.0	5062.0	4340.0	6251.0	1002.0	961.0	1160.0	2074.0	1349.0	1412.0	3172.0	1736.0	1882.0	862.0	873.0	839.0	905.0	1022.0
cg00038675	I	5396.0	1769.0	8207.0	4559.0	4734.0	10350.0	11966.0	13078.0	2251.0	12084.0	6553.0	6085.0	2835.0	6586.0	6302.0	9614.0	3252.0	2878.0	4032.0	2577.0	3914.0	4719.0	5798.0	4509.0	15546.0	7909.0	8522.0	16711.0	2807.0	8493.0	3009.0	15659.0	11217.0	5945.0	2761.0	13855.0	2654.0	16959.0	9541.0	5402.0	6198.0	3232.0	12559.0	3945.0	7459.0	7198.0	6652.0	15746.0	17177.0	13095.0	10959.0	15407.0	7519.0	8945.0	11199.0	3424.0	6261.0	10945.0	3402.0	11510.0	4169.0	1401.0	889.0	5453.0	1020.0
cg00038877	II	7946.0	5448.0	7205.0	6415.0	3915.0	5302.0	13973.0	1669.0	4309.0	3758.0	2137.0	3258.0	2234.0	2144.0	2198.0	2203.0	2422.0	2652.0	2199.0	1862.0	2429.0	3791.0	2979.0	3177.0	7929.0	3278.0	2772.0	4277.0	3418.0	3072.0	4756.0	6510.0	6882.0	4465.0	2912.0	5160.0	2627.0	8930.0	4179.0	1670.0	2442.0	3334.0	5295.0	3345.0	3776.0	2820.0	11196.0	9249.0	11372.0	9496.0	10133.0	6027.0	3544.0	14214.0	3325.0	4006.0	4109.0	6192.0	3657.0	5150.0	4602.0	4023.0	4539.0	4248.0	4005.0
cg00039326	II	6142.0	3597.0	5515.0	3742.0	2386.0	2549.0	3683.0	4810.0	2030.0	2875.0	4347.0	4280.0	2062.0	3848.0	4041.0	4999.0	2605.0	2886.0	1206.0	1911.0	3446.0	3699.0	2733.0	1712.0	5471.0	1531.0	2867.0	5459.0	2367.0	1863.0	6140.0	4509.0	5522.0	3744.0	2762.0	4035.0	3138.0	3814.0	2582.0	1759.0	3408.0	4382.0	9662.0	4030.0	5110.0	2586.0	5460.0	7334.0	5741.0	6018.0	6223.0	3136.0	1263.0	3458.0	2468.0	3332.0	1391.0	2135.0	2192.0	1629.0	2186.0	2326.0	2273.0	2337.0	2475.0
cg00040013	II	3160.0	3017.0	2694.0	2243.0	2153.0	1572.0	2367.0	4317.0	1579.0	3154.0	3304.0	2403.0	2674.0	2354.0	2290.0	2822.0	3022.0	2466.0	2093.0	1543.0	1729.0	2484.0	2119.0	2365.0	1902.0	2437.0	2083.0	3554.0	1681.0	2377.0	3477.0	2860.0	2360.0	3283.0	2160.0	4299.0	2173.0	3727.0	3709.0	1898.0	3150.0	2182.0	3277.0	2981.0	2839.0	2109.0	2338.0	2931.0	2514.0	2095.0	2644.0	2046.0	2354.0	1385.0	3656.0	2396.0	2298.0	2815.0	2598.0	809.0	1485.0	1757.0	965.0	1635.0	2006.0
cg00040367	I	22003.0	27440.0	24455.0	22516.0	23432.0	24038.0	23427.0	28116.0	22641.0	20051.0	24272.0	23638.0	23261.0	18991.0	18319.0	20788.0	22585.0	22410.0	23020.0	17988.0	15744.0	27904.0	24798.0	26539.0	21056.0	28379.0	19252.0	22786.0	23150.0	25635.0	27903.0	28332.0	29929.0	25217.0	17529.0	31450.0	18072.0	29418.0	28718.0	21859.0	25504.0	19507.0	22364.0	25710.0	23422.0	22019.0	22365.0	25526.0	27409.0	23285.0	22344.0	24610.0	22878.0	15728.0	22871.0	22467.0	23150.0	18003.0	21958.0	14671.0	18180.0	16318.0	16952.0	19675.0	18821.0
cg00040380	II	25191.0	18028.0	20897.0	17543.0	17859.0	17799.0	16168.0	19131.0	16502.0	13396.0	17749.0	17313.0	16004.0	13804.0	12355.0	14404.0	15175.0	14032.0	13989.0	11290.0	11228.0	20261.0	17435.0	18262.0	20558.0	20270.0	13487.0	15955.0	18012.0	12027.0	22288.0	22382.0	23419.0	26535.0	12338.0	23118.0	11425.0	23343.0	16919.0	12531.0	18745.0	15328.0	16718.0	16544.0	16144.0	14775.0	19017.0	16032.0	20432.0	20863.0	15360.0	20104.0	16078.0	10728.0	15077.0	16621.0	18893.0	15249.0	20586.0	12869.0	14352.0	11886.0	8397.0	16129.0	10600.0
cg00040446	I	38123.0	33998.0	32532.0	30152.0	30969.0	31219.0	29128.0	21215.0	31176.0	21549.0	24143.0	34520.0	24638.0	21689.0	20654.0	22652.0	22273.0	22037.0	24845.0	18922.0	18984.0	33295.0	33324.0	35972.0	33976.0	29799.0	20305.0	23284.0	34625.0	27769.0	33512.0	33959.0	35516.0	37473.0	20007.0	36289.0	21869.0	32320.0	24896.0	16661.0	12034.0	24462.0	27738.0	27828.0	21502.0	24325.0	34753.0	30919.0	34751.0	37137.0	28096.0	36929.0	32738.0	36154.0	31030.0	32749.0	36253.0	30725.0	36601.0	26793.0	29100.0	31770.0	30879.0	30171.0	31393.0
cg00040588	II	16825.0	15858.0	16728.0	11358.0	13602.0	13491.0	9985.0	7551.0	10892.0	8965.0	10273.0	12593.0	9913.0	5401.0	10080.0	11535.0	9964.0	9817.0	9369.0	6063.0	8336.0	13227.0	10620.0	13919.0	13781.0	12077.0	8642.0	7561.0	14239.0	9894.0	13067.0	15251.0	13655.0	17224.0	9491.0	15927.0	9064.0	4129.0	10880.0	7945.0	4299.0	11722.0	7473.0	12018.0	4347.0	11089.0	16709.0	13912.0	13040.0	15809.0	12571.0	17509.0	14079.0	15143.0	11721.0	15024.0	13675.0	12301.0	12593.0	13179.0	15484.0	15337.0	16402.0	14810.0	15238.0
cg00040837	II	1845.0	1972.0	1046.0	802.0	734.0	643.0	563.0	3599.0	747.0	2742.0	2678.0	1316.0	685.0	1502.0	1344.0	1610.0	1601.0	1182.0	716.0	1050.0	1356.0	1329.0	980.0	1032.0	1163.0	816.0	1791.0	3407.0	1554.0	698.0	1556.0	1631.0	2197.0	1314.0	1114.0	3404.0	947.0	2444.0	1189.0	1498.0	3802.0	1145.0	2835.0	1795.0	2337.0	1608.0	1689.0	1868.0	1901.0	2476.0	1693.0	573.0	933.0	896.0	805.0	939.0	1181.0	1045.0	1144.0	611.0	642.0	546.0	899.0	1109.0	600.0
cg00040986	II	985.0	887.0	699.0	882.0	816.0	755.0	681.0	1217.0	658.0	1406.0	878.0	758.0	639.0	635.0	661.0	448.0	725.0	762.0	971.0	577.0	572.0	890.0	703.0	695.0	692.0	958.0	837.0	1648.0	687.0	705.0	783.0	1118.0	945.0	1016.0	633.0	1016.0	734.0	822.0	1075.0	861.0	1361.0	945.0	1254.0	989.0	759.0	860.0	793.0	1311.0	942.0	967.0	668.0	838.0	720.0	1135.0	768.0	561.0	1018.0	988.0	967.0	547.0	766.0	521.0	492.0	640.0	295.0
cg00041014	II	4594.0	4932.0	1772.0	4040.0	2593.0	1978.0	2174.0	2584.0	2243.0	3361.0	5323.0	2704.0	3278.0	4183.0	1761.0	3973.0	3727.0	4912.0	1361.0	3725.0	1226.0	2997.0	2287.0	3482.0	3742.0	1513.0	2496.0	3745.0	1535.0	1278.0	4367.0	2258.0	3811.0	2053.0	2853.0	5389.0	2785.0	1502.0	3420.0	843.0	1449.0	2722.0	5157.0	3047.0	2427.0	4181.0	3659.0	5798.0	5162.0	3460.0	3701.0	1502.0	919.0	1612.0	1618.0	2327.0	2001.0	1591.0	1060.0	2224.0	1053.0	836.0	552.0	1610.0	1193.0
cg00041401	II	1322.0	1430.0	1317.0	1108.0	1202.0	1279.0	1661.0	1729.0	1164.0	892.0	1053.0	1387.0	1180.0	942.0	928.0	1218.0	1281.0	793.0	1860.0	725.0	902.0	1336.0	1207.0	1141.0	1196.0	1287.0	938.0	1988.0	1034.0	1878.0	1211.0	1236.0	1932.0	1742.0	783.0	2056.0	1083.0	1864.0	2449.0	595.0	1433.0	1331.0	1682.0	1342.0	990.0	1322.0	1498.0	3334.0	2461.0	2080.0	1766.0	1115.0	5722.0	1227.0	2443.0	884.0	2991.0	6918.0	2848.0	643.0	659.0	569.0	2027.0	595.0	929.0
cg00041641	II	3569.0	3786.0	3601.0	2630.0	2416.0	1995.0	2607.0	11649.0	2060.0	1713.0	1682.0	2856.0	1588.0	1948.0	1542.0	1869.0	1599.0	1760.0	1372.0	1315.0	1183.0	3178.0	2234.0	2744.0	2426.0	2267.0	1410.0	3923.0	2660.0	1519.0	3226.0	3569.0	3863.0	4435.0	1098.0	4325.0	1455.0	3532.0	3538.0	3143.0	4696.0	2366.0	2720.0	2212.0	1934.0	1762.0	3166.0	6164.0	3065.0	4082.0	3921.0	2366.0	3650.0	2987.0	2902.0	2855.0	3095.0	2980.0	3033.0	1501.0	1606.0	1407.0	1299.0	2077.0	1420.0
cg00041872	II	30917.0	27780.0	31368.0	26803.0	29247.0	27434.0	29498.0	25849.0	30571.0	25112.0	26003.0	29273.0	27691.0	23231.0	23291.0	24423.0	26022.0	26887.0	28277.0	21362.0	21833.0	33316.0	29577.0	22564.0	30301.0	27382.0	22842.0	25975.0	31010.0	28003.0	31180.0	32232.0	31986.0	34824.0	23695.0	24335.0	22339.0	28671.0	31417.0	19495.0	19869.0	26506.0	29120.0	29923.0	24126.0	24725.0	33371.0	31072.0	32339.0	33119.0	27130.0	32576.0	28705.0	31256.0	25106.0	28490.0	33526.0	26368.0	34467.0	22542.0	25852.0	24607.0	26608.0	25994.0	25422.0
cg00042144	I	23227.0	22958.0	20943.0	20521.0	19793.0	20128.0	20029.0	19702.0	19193.0	15515.0	17100.0	18867.0	15030.0	14103.0	12768.0	14605.0	15519.0	15024.0	15679.0	12147.0	12374.0	21983.0	18887.0	19321.0	22508.0	20450.0	13289.0	17892.0	18760.0	16949.0	24032.0	25059.0	23512.0	23792.0	13357.0	24049.0	13208.0	22784.0	20042.0	15313.0	17110.0	15425.0	16505.0	16985.0	16228.0	14597.0	20203.0	21018.0	21578.0	20249.0	16435.0	21915.0	19227.0	21208.0	19805.0	20631.0	22260.0	20760.0	22347.0	15255.0	19095.0	17694.0	13789.0	17431.0	16995.0
cg00042254	I	2229.0	3117.0	2095.0	1607.0	1954.0	1986.0	2542.0	4395.0	1385.0	1420.0	1456.0	1570.0	913.0	1106.0	968.0	1149.0	1348.0	1380.0	789.0	625.0	781.0	1771.0	1922.0	1599.0	1601.0	2026.0	1068.0	2164.0	1694.0	714.0	2287.0	1887.0	1940.0	2807.0	979.0	2680.0	1174.0	2299.0	1969.0	1470.0	2321.0	1627.0	1565.0	1913.0	1161.0	1263.0	2255.0	3270.0	2222.0	2931.0	2347.0	1800.0	2237.0	1459.0	1883.0	1466.0	1901.0	0.0	1986.0	1249.0	1220.0	1185.0	1002.0	1022.0	1120.0
cg00042356	I	15057.0	15808.0	15498.0	15691.0	15565.0	15518.0	17566.0	9330.0	16560.0	12231.0	12109.0	11866.0	12337.0	9608.0	11223.0	11768.0	10561.0	10756.0	12906.0	9539.0	9195.0	12983.0	14637.0	13518.0	16224.0	14409.0	10236.0	11926.0	17674.0	11662.0	13207.0	14968.0	17304.0	17790.0	10186.0	17473.0	12160.0	14844.0	10502.0	6573.0	5170.0	10662.0	10753.0	12788.0	9636.0	12089.0	16405.0	16318.0	16594.0	19026.0	12603.0	15958.0	13650.0	13741.0	15068.0	12228.0	14681.0	14014.0	14527.0	12910.0	12665.0	12445.0	12264.0	12971.0	11168.0
cg00043324	I	2680.0	1635.0	1108.0	1389.0	484.0	2878.0	1899.0	4443.0	719.0	466.0	669.0	924.0	328.0	651.0	778.0	752.0	547.0	662.0	364.0	405.0	649.0	970.0	1522.0	684.0	911.0	2187.0	616.0	958.0	1224.0	628.0	1561.0	1205.0	1615.0	1551.0	387.0	6185.0	379.0	1436.0	1170.0	1539.0	1608.0	563.0	717.0	525.0	499.0	598.0	1680.0	1758.0	2307.0	1461.0	1868.0	1540.0	1602.0	685.0	1070.0	1293.0	1401.0	1064.0	547.0	813.0	726.0	587.0	718.0	588.0	401.0
cg00043510	II	6847.0	6669.0	6777.0	5392.0	4635.0	3322.0	4254.0	5050.0	4313.0	7193.0	7825.0	5507.0	5428.0	5520.0	4343.0	4445.0	6389.0	5710.0	3697.0	4183.0	3784.0	5539.0	4632.0	3808.0	5279.0	5777.0	4878.0	5276.0	4076.0	3330.0	8218.0	7891.0	5669.0	6799.0	4477.0	8417.0	4637.0	8278.0	4801.0	2898.0	3930.0	5606.0	7332.0	6934.0	7392.0	5699.0	4627.0	5942.0	5506.0	4832.0	5008.0	5337.0	4011.0	2737.0	5045.0	4121.0	4112.0	4020.0	5750.0	3114.0	3731.0	2648.0	1476.0	3343.0	2574.0
cg00043599	II	4723.0	2811.0	4482.0	2884.0	3229.0	3103.0	3351.0	4339.0	2514.0	7534.0	5395.0	2839.0	4146.0	5898.0	4966.0	3523.0	4421.0	4331.0	8948.0	3456.0	3118.0	3443.0	3842.0	2771.0	3966.0	2226.0	3983.0	7589.0	2387.0	10464.0	3848.0	4055.0	4321.0	4762.0	3761.0	4401.0	4578.0	3318.0	8712.0	6307.0	7478.0	7028.0	6506.0	5711.0	3837.0	5044.0	5246.0	5456.0	4456.0	4756.0	2972.0	4544.0	6989.0	5334.0	5813.0	3663.0	7478.0	3832.0	9355.0	3304.0	3637.0	3034.0	4491.0	3039.0	4416.0
cg00043790	II	13887.0	14240.0	13679.0	11588.0	12250.0	15393.0	12880.0	14842.0	13296.0	12115.0	12357.0	11471.0	5936.0	11508.0	8535.0	9862.0	12409.0	12736.0	6611.0	9847.0	7300.0	15393.0	14915.0	13360.0	13747.0	9519.0	9620.0	11409.0	15228.0	11969.0	7475.0	12547.0	12891.0	17476.0	10608.0	10380.0	10842.0	11040.0	11742.0	6526.0	3889.0	8156.0	4902.0	14770.0	5646.0	12256.0	21158.0	17220.0	16481.0	18055.0	12278.0	18992.0	8541.0	9481.0	16032.0	14519.0	10816.0	5632.0	13006.0	13510.0	19373.0	14270.0	13638.0	13638.0	15081.0
cg00044354	II	8367.0	10100.0	10146.0	7213.0	7983.0	7567.0	7194.0	8227.0	8296.0	7232.0	7916.0	9757.0	7953.0	7509.0	7335.0	7813.0	8122.0	7607.0	3944.0	6742.0	6504.0	11357.0	7686.0	9489.0	8524.0	5555.0	6458.0	7702.0	8825.0	4889.0	9616.0	9682.0	11321.0	12230.0	6022.0	11134.0	7202.0	8163.0	9805.0	1814.0	3669.0	7963.0	10962.0	8739.0	7390.0	7608.0	7596.0	11518.0	8776.0	9978.0	8345.0	10319.0	6978.0	7462.0	7887.0	7860.0	6256.0	4734.0	4364.0	7440.0	6079.0	6543.0	6256.0	4173.0	4983.0
cg00044463	I	6569.0	6139.0	6920.0	4804.0	4743.0	3616.0	4017.0	4294.0	2419.0	2297.0	4702.0	4526.0	3109.0	3650.0	3309.0	3160.0	4115.0	3376.0	2102.0	2511.0	2887.0	5396.0	4144.0	4593.0	5111.0	5164.0	3131.0	3853.0	3748.0	2560.0	5838.0	7188.0	6399.0	6108.0	2587.0	8596.0	2674.0	5808.0	3492.0	540.0	2525.0	3667.0	4248.0	3773.0	4402.0	3503.0	3611.0	6507.0	5006.0	5400.0	4801.0	4197.0	5289.0	2734.0	5914.0	4708.0	4268.0	5084.0	5021.0	2303.0	2437.0	1923.0	2108.0	3337.0	1999.0
cg00044796	I	22436.0	22145.0	21455.0	19652.0	20150.0	18802.0	20313.0	16641.0	16483.0	14420.0	17541.0	12161.0	17328.0	13938.0	14083.0	14276.0	16515.0	15632.0	16513.0	11538.0	12692.0	19457.0	19538.0	9068.0	19425.0	19336.0	14126.0	17508.0	18427.0	15935.0	20423.0	20266.0	22555.0	22169.0	13915.0	22316.0	14161.0	22952.0	18187.0	11438.0	12890.0	15675.0	16129.0	17898.0	16736.0	16822.0	18379.0	21497.0	18667.0	19651.0	16104.0	19414.0	20838.0	19291.0	16124.0	20200.0	20724.0	18233.0	20702.0	9576.0	16506.0	16514.0	15403.0	17896.0	16337.0
cg00045070	II	4916.0	1899.0	3834.0	2846.0	2277.0	2048.0	1750.0	1185.0	1443.0	4079.0	2562.0	3858.0	3917.0	4742.0	2732.0	3898.0	4748.0	644.0	394.0	2261.0	3962.0	2641.0	4041.0	2694.0	3651.0	2745.0	1893.0	1594.0	403.0	1521.0	701.0	1199.0	2251.0	3539.0	2701.0	3196.0	2053.0	2247.0	2027.0	567.0	156.0	5215.0	1781.0	5408.0	2718.0	4725.0	1342.0	3700.0	3484.0	2865.0	2379.0	2470.0	1721.0	1685.0	4908.0	3596.0	3951.0	2851.0	6368.0	3074.0	2618.0	735.0	1181.0	1520.0	3226.0
cg00045114	II	981.0	796.0	1053.0	774.0	1389.0	1014.0	2422.0	1302.0	957.0	4327.0	864.0	1637.0	456.0	863.0	771.0	1183.0	1060.0	807.0	630.0	712.0	871.0	1359.0	752.0	852.0	2076.0	1090.0	666.0	1361.0	732.0	882.0	1198.0	1017.0	1888.0	1033.0	792.0	2105.0	597.0	1633.0	1299.0	790.0	996.0	1062.0	1601.0	1175.0	859.0	607.0	2162.0	7329.0	5259.0	4508.0	4018.0	742.0	1003.0	624.0	2054.0	903.0	1265.0	3091.0	887.0	1678.0	540.0	292.0	449.0	451.0	613.0
cg00045275	II	21552.0	19520.0	18525.0	15695.0	15667.0	13804.0	16417.0	21062.0	15331.0	14321.0	15981.0	21003.0	16511.0	14042.0	13999.0	14667.0	15803.0	14852.0	16619.0	11861.0	12002.0	19081.0	19116.0	20507.0	19321.0	15646.0	12725.0	15563.0	17320.0	15556.0	18726.0	16834.0	17876.0	24020.0	13528.0	22523.0	13114.0	17273.0	17926.0	10109.0	15539.0	16124.0	20708.0	17764.0	15249.0	16025.0	18240.0	23158.0	17730.0	22350.0	16396.0	20002.0	17506.0	13593.0	20011.0	17576.0	21856.0	16295.0	20391.0	13582.0	15526.0	14095.0	12185.0	14702.0	15681.0
cg00045607	II	5333.0	4953.0	8436.0	4590.0	8309.0	4261.0	16556.0	2292.0	3938.0	6820.0	2870.0	9289.0	2817.0	2778.0	2861.0	2828.0	2565.0	2644.0	3436.0	2811.0	2777.0	3572.0	4281.0	4487.0	7564.0	4270.0	3071.0	4067.0	3556.0	3423.0	4013.0	7015.0	7051.0	5207.0	2552.0	4972.0	2834.0	4485.0	4133.0	1529.0	1827.0	3224.0	5651.0	4224.0	3409.0	2858.0	6378.0	5201.0	10775.0	8959.0	7039.0	5098.0	8373.0	8190.0	4524.0	4014.0	5523.0	14292.0	4463.0	9880.0	4346.0	4176.0	3176.0	4495.0	3182.0
cg00045689	II	1200.0	669.0	883.0	1479.0	796.0	686.0	943.0	1551.0	672.0	1026.0	2323.0	1612.0	757.0	735.0	665.0	1536.0	1064.0	859.0	403.0	678.0	701.0	1179.0	576.0	1035.0	1580.0	1944.0	846.0	3116.0	713.0	703.0	1324.0	1261.0	1129.0	1167.0	662.0	2297.0	566.0	944.0	1000.0	488.0	1249.0	749.0	2935.0	1149.0	1468.0	1259.0	1352.0	3578.0	2389.0	982.0	1560.0	1124.0	594.0	674.0	1016.0	665.0	319.0	813.0	490.0	346.0	605.0	255.0	274.0	649.0	472.0
cg00046018	I	21423.0	25530.0	23838.0	21088.0	21635.0	22703.0	20887.0	14081.0	20619.0	19296.0	19442.0	19608.0	18592.0	16110.0	14840.0	17565.0	17767.0	17374.0	19330.0	14883.0	13808.0	22297.0	18348.0	20933.0	19665.0	20441.0	15955.0	20497.0	19500.0	18429.0	24956.0	27231.0	23715.0	24048.0	16316.0	25275.0	15764.0	24277.0	21194.0	19142.0	16094.0	17370.0	21507.0	20396.0	19490.0	18848.0	20050.0	20684.0	23520.0	19650.0	16627.0	22653.0	19795.0	19825.0	20068.0	17942.0	22037.0	18837.0	21060.0	16019.0	15691.0	16405.0	19592.0	17281.0	15595.0
cg00046105	II	7347.0	7209.0	7503.0	4560.0	5024.0	3837.0	4658.0	5624.0	4891.0	5575.0	5219.0	4807.0	4711.0	4048.0	3803.0	4340.0	4649.0	4340.0	3824.0	3642.0	3878.0	6029.0	4274.0	4346.0	5373.0	6132.0	4172.0	6874.0	4824.0	5044.0	6921.0	6531.0	5163.0	8610.0	4212.0	7697.0	4023.0	5854.0	6116.0	6535.0	6493.0	5339.0	6034.0	6154.0	4679.0	5064.0	4955.0	8240.0	6286.0	7000.0	5804.0	5968.0	4841.0	3885.0	5665.0	5589.0	5228.0	5974.0	5674.0	3978.0	3918.0	2791.0	2037.0	4639.0	4236.0
cg00046410	II	844.0	676.0	690.0	661.0	723.0	599.0	730.0	1309.0	324.0	673.0	491.0	592.0	432.0	355.0	306.0	463.0	466.0	563.0	290.0	423.0	471.0	651.0	1014.0	648.0	803.0	793.0	547.0	686.0	682.0	375.0	568.0	890.0	1024.0	1089.0	290.0	1242.0	435.0	728.0	769.0	533.0	1098.0	733.0	1155.0	634.0	438.0	554.0	852.0	982.0	622.0	1070.0	740.0	660.0	616.0	591.0	612.0	413.0	552.0	567.0	584.0	289.0	211.0	367.0	374.0	281.0	396.0
cg00046625	I	8397.0	9337.0	11648.0	7921.0	9033.0	10623.0	8976.0	6465.0	9836.0	9665.0	10084.0	5941.0	10277.0	7541.0	8647.0	9448.0	8827.0	9220.0	9947.0	7186.0	7600.0	7407.0	8432.0	8447.0	8820.0	9182.0	7719.0	9598.0	8715.0	11509.0	8963.0	9964.0	8450.0	8633.0	8512.0	9912.0	9472.0	8933.0	9848.0	9514.0	6799.0	7873.0	9414.0	10111.0	8974.0	9228.0	9359.0	9775.0	10312.0	11507.0	8104.0	10770.0	9051.0	10669.0	8182.0	7191.0	9237.0	8872.0	8452.0	9077.0	8651.0	8722.0	9954.0	8840.0	7115.0
cg00048381	II	663.0	1148.0	551.0	658.0	728.0	942.0	997.0	1525.0	1133.0	719.0	761.0	528.0	516.0	671.0	456.0	717.0	692.0	655.0	776.0	490.0	615.0	1065.0	829.0	855.0	863.0	665.0	825.0	1441.0	1279.0	658.0	1100.0	1049.0	962.0	924.0	506.0	1424.0	719.0	921.0	1077.0	1187.0	1752.0	829.0	1177.0	1189.0	806.0	723.0	1193.0	1083.0	863.0	733.0	973.0	747.0	814.0	727.0	878.0	474.0	1100.0	1130.0	668.0	163.0	508.0	219.0	436.0	348.0	273.0
cg00049156	II	838.0	554.0	520.0	675.0	494.0	400.0	1018.0	1139.0	759.0	3260.0	1148.0	1027.0	565.0	550.0	334.0	649.0	805.0	727.0	738.0	609.0	534.0	986.0	1285.0	795.0	1999.0	536.0	621.0	1190.0	569.0	1005.0	3439.0	251.0	882.0	874.0	515.0	1145.0	583.0	762.0	786.0	350.0	477.0	467.0	1147.0	1008.0	1181.0	746.0	1209.0	1814.0	2259.0	1263.0	1348.0	580.0	1462.0	743.0	1380.0	578.0	896.0	895.0	1368.0	244.0	646.0	379.0	390.0	656.0	452.0
cg00049253	II	25991.0	27294.0	26815.0	25628.0	25197.0	22931.0	24013.0	21689.0	23865.0	18589.0	20367.0	25258.0	18990.0	16654.0	15653.0	17267.0	16985.0	18048.0	19842.0	14169.0	14561.0	24805.0	24191.0	23660.0	24012.0	26872.0	16550.0	18824.0	24052.0	19927.0	26853.0	27806.0	26127.0	27404.0	15732.0	29654.0	15026.0	28057.0	20534.0	20586.0	17111.0	19225.0	18746.0	21244.0	18704.0	18872.0	24066.0	24964.0	26222.0	25525.0	21456.0	26990.0	25046.0	26116.0	21660.0	24154.0	26828.0	20147.0	25187.0	18968.0	21015.0	19948.0	23386.0	21787.0	20384.0
cg00049400	I	115.0	152.0	157.0	114.0	141.0	141.0	300.0	38.0	180.0	188.0	124.0	167.0	260.0	177.0	175.0	173.0	161.0	337.0	213.0	211.0	216.0	207.0	75.0	53.0	196.0	97.0	213.0	344.0	205.0	178.0	47.0	292.0	158.0	256.0	250.0	173.0	308.0	226.0	165.0	216.0	207.0	229.0	270.0	177.0	262.0	166.0	257.0	236.0	183.0	239.0	190.0	537.0	38.0	64.0	147.0	131.0	60.0	512.0	235.0	136.0	194.0	229.0	125.0	245.0	119.0
cg00049691	II	2164.0	2591.0	2487.0	2192.0	2547.0	2396.0	1946.0	1792.0	2307.0	1751.0	1990.0	1745.0	1740.0	1574.0	1668.0	1490.0	1690.0	1504.0	1924.0	1404.0	1383.0	2046.0	2238.0	2229.0	1644.0	2380.0	1602.0	1975.0	2054.0	1627.0	2306.0	2634.0	2844.0	2764.0	1220.0	3069.0	1407.0	2837.0	2362.0	2401.0	2010.0	2095.0	2800.0	2070.0	1868.0	1707.0	2766.0	2481.0	4731.0	2620.0	1912.0	2475.0	1986.0	2344.0	2301.0	1685.0	2315.0	2986.0	2824.0	1234.0	1616.0	1194.0	1204.0	2154.0	1265.0
