	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00031556	0.8039413845376453	0.8460905870445344	0.7691426115607765	0.5290386767814949	0.6208282494796526	0.732622049789848	0.2808788598574822	0.7677235718541073	0.8540501346592086	0.4299640431482221	0.8590499844768705	0.7896081771720613	0.8051621745089081	0.8423053341508278	0.7771673991210547	0.6984005363470932	0.842741935483871	0.8173142467620995	0.8825056033974283	0.7676606832657789	0.8236740428521251	0.5749691666177248	0.8093515358361775	0.7647058823529411	0.4661646271310532	0.6034214618973561	0.8013917077413744	0.7325694519511404	0.8424573817947894	0.8627239036442248	0.8216500109417171	0.8523733184637904	0.6923974560942879	0.7920591143258573	0.8574981711777615	0.7313167259786477	0.8485531309297912	0.7791671799926081	0.8386675375571522	0.7601115760111576	0.7880794701986755	0.8067466444945955	0.8011423418006914	0.8293879907621247	0.8401210146613917	0.8228004956629492	0.7240763876494735	0.43776923433229886	0.3369289982781323	0.5976967787495246	0.5557611265289342	0.5742023170021358	0.8660001922522349	0.44922890313637154	0.829686491139967	0.7973340349030956	0.842326139088729	0.7279936070813867	0.8569024800643793	0.1581318317323617	0.8056802756604364	0.8934547524188958	0.9016393442622951	0.8969683892545043	0.757115972712303
cg00031663	0.02809218203033839	0.03125381144041956	0.02877340940096738	0.03444135490394338	0.029194847568228936	0.03021943176052765	0.04258675078864353	0.06427042160737813	0.03491049771254874	0.016273732526601293	0.017020605965091997	0.042902373137363115	0.015625594038702808	0.021731054977711738	0.01295176420170468	0.018999913636756197	0.018467183041174073	0.01704068162726509	0.011054172767203514	0.021144213023991564	0.01816101816101816	0.03377970804680903	0.021948128226529414	0.02451008398560247	0.022114654517843585	0.025706214689265535	0.017171444023796646	0.016027135891456434	0.021131680055885435	0.023723915454148325	0.026705878858093456	0.028366849482023157	0.02460324368236284	0.026863845519589327	0.019335647000495785	0.023904755952752953	0.02183068328319725	0.03302430035701946	0.016950510919655378	0.043846767087651575	0.047156360563975284	0.023732935823003294	0.026979070048796225	0.021388684016436624	0.014781643813901879	0.02917039083448444	0.02524011614920706	0.03455003902263313	0.03010699941748168	0.023456241670368725	0.024549797868430725	0.03330316742081448	0.029944789294737827	0.030561745723960292	0.03728321491328596	0.02183830929218383	0.029250564201764414	0.022250018952315972	0.021664041559589932	0.03084510574270668	0.033058476435433845	0.04169487901357756	0.037771326779705745	0.03230786194729297	0.03578732106339468
cg00031708	0.6852763714543311	0.8295379658783042	0.7384367681498829	0.8639063295435262	0.7935454952935903	0.5902690645476091	0.23266849558834432	0.7343603095393072	0.6333201826072253	0.6184451473281172	0.8363029797558571	0.40601666486311005	0.5237997115186482	0.6586333994896513	0.5906991458399241	0.460239484187903	0.5381061129109352	0.3765583634175692	0.7284780350705689	0.518480112584253	0.5765119343974228	0.6591356808667815	0.7650117303912244	0.7292814441448834	0.5166438668490652	0.44632112772906996	0.5042735042735043	0.536826023298746	0.6749683178136536	0.6952440196799186	0.7318987040779931	0.8158034882172813	0.40187003711882724	0.5420135571630044	0.5255211117049706	0.5429394585207988	0.6161579011891627	0.736258414451063	0.549337841645534	0.7904171738408764	0.8248723340342445	0.6297217367925797	0.45195729537366547	0.5361096740817383	0.6895488368974995	0.6359415197339524	0.20340475491634868	0.22427327655930349	0.2463511307997202	0.41005376097045443	0.21673714667260183	0.5606255355612683	0.7296769468630483	0.45852201560844014	0.6728881829012311	0.4193138500635324	0.5967409506634033	0.6352533515110202	0.7454478281522141	0.18397085610200364	0.5646531222395869	0.660796766743649	0.7555099948744234	0.7937226733291692	0.7403830546989125
cg00031722	0.8035070862358876	0.8027454491196657	0.7505595622979359	0.7559709241952233	0.8114093959731543	0.8063047285464098	0.7411210954214805	0.8426309637658059	0.7749218478638417	0.8403977828496902	0.8606333386915287	0.78371335504886	0.8154461645503566	0.8045462372998106	0.8596219931271478	0.8136160714285714	0.8599271113928062	0.8262651742077881	0.8451855123674912	0.8085106382978723	0.8251300520208084	0.8190850277264325	0.8492569002123143	0.8265135199808566	0.8289473684210527	0.8418995505178816	0.7679095098449937	0.8409539723530305	0.8073413521360432	0.8846650673556007	0.8591791594986483	0.8038354898336414	0.794042719968646	0.8625201649041047	0.7932027649769585	0.8762410133515919	0.8646443143516055	0.8059636044727033	0.8101483836777954	0.8375865840320816	0.8063684609552692	0.726271342023132	0.7867795986006261	0.7900502053856686	0.8651004168245547	0.8112112417901329	0.8535742758437417	0.8548455804046858	0.838673537978938	0.8747230271007329	0.8206349206349206	0.7669215519682809	0.9091605979302415	0.7157071783937455	0.8187907935417382	0.8711428571428571	0.7806251760067586	0.9088658865886589	0.7632937532266392	0.8633960047003525	0.8484848484848485	0.8567970956030657	0.7728146013448607	0.7782768476929359	0.8055661456347694
cg00031779	0.7232306284319707	0.6778692553452936	0.6992146740622769	0.7189112560249504	0.7503052858056638	0.7891802111757029	0.6179473401397099	0.6173543043841654	0.7319890368050117	0.7568750516145016	0.8048491013903017	0.7189432694510193	0.761470173400813	0.7810813562773649	0.7678310168251646	0.6831806522535727	0.7010649715182036	0.7376495059802393	0.8424875540683914	0.7085689894354925	0.7288544704817459	0.7109195024024222	0.7125729709371665	0.7441794595819408	0.7132502333754325	0.7478356107228539	0.7522877879457242	0.7051033319274568	0.7168098753479366	0.8167555944891296	0.7351327489436842	0.7788251366120219	0.5640978816654493	0.7395605596851771	0.7292085541948455	0.6634542113048545	0.7264039242219216	0.6439587957429856	0.7047416843595188	0.8338782182263996	0.7732142857142857	0.6714351215038973	0.4846775316896504	0.7156855180927397	0.7334190231362467	0.718938885157824	0.6528884735887429	0.703515625	0.6498043441274882	0.6681370386707837	0.642506885201854	0.7773809523809524	0.797163539666125	0.744543325526932	0.7429386203150462	0.7429853181076672	0.7698319327731092	0.7781023928770172	0.7240841777084958	0.7692476902771668	0.7226252741690569	0.7879977029096478	0.7749431674665319	0.7804032478788432	0.6462667068636317
cg00031896	0.22244127438763553	0.13811570105163143	0.33640046094213777	0.44985143851003695	0.3051129912463832	0.26610616485891614	0.16881049414161997	0.21168386408112436	0.2728828845410539	0.4012545394519643	0.3570293713500515	0.2755474784189005	0.4562187382614025	0.2864797910439723	0.5070072650574174	0.3901399334925347	0.3405573447843979	0.28966678393727696	0.330017915611293	0.30222879030069066	0.4364986627197424	0.33568498259572355	0.2213743192891946	0.2975091177155273	0.20963055987704074	0.49997653279932414	0.4679150267680348	0.4366203598269187	0.29394377078364853	0.2939640834543885	0.35494945312769555	0.4882710540053551	0.40804695186077283	0.376085853309054	0.3115999366988448	0.3953228455793948	0.4765226539807424	0.49751915636142935	0.42590056564453704	0.37618768015373116	0.36696573964685975	0.4984560342440957	0.29200802738755754	0.37588805166846073	0.4262524427074081	0.27675978772404125	0.3953063567725549	0.3502846105194783	0.29057859703020994	0.2994543881828465	0.3452641128200899	0.2864133712414922	0.17200050731377356	0.22059640674198927	0.21712432432432432	0.2991346653791874	0.13431631166581362	0.19710212124724702	0.05996317862647714	0.4263790604484611	0.3087588264331552	0.2161488731256173	0.22231840150039675	0.25466166969397375	0.313042570951586
cg00032192	0.8046491789294092	0.8080618701663933	0.8612275080108455	0.7825880114176974	0.8391805377720871	0.7166014533258804	0.7556431386599785	0.8512461059190031	0.8350493801218744	0.8527671423599026	0.8646685878962536	0.7817102659925258	0.8929069914985408	0.831237203860778	0.8350073493385596	0.880526697269872	0.8771304003170829	0.8800497203231821	0.8817012151536812	0.8307592261420907	0.8529776674937966	0.7935319148936171	0.8231445512165202	0.8442545109211775	0.8485626283367557	0.8357510528778662	0.8381365416899832	0.843483053182695	0.8257107540173053	0.8813496015936255	0.8153643876784372	0.8156504065040651	0.8620640569395018	0.8454254467858096	0.9005759321006366	0.8615854754628798	0.8597568463711163	0.8144151920586966	0.8105011332158146	0.8267142162425029	0.7202761872684406	0.8184740078256009	0.8463810930576071	0.8274111675126904	0.8750300987238141	0.8806614834012094	0.8871229322088875	0.7977445452316745	0.8496608892238131	0.8586844809866393	0.8385650224215246	0.8137788137788138	0.8433658329800763	0.7289331672893317	0.874351814918229	0.8466933867735471	0.8436205468102734	0.8617408906882591	0.8244309559939302	0.8484848484848485	0.8292364016736402	0.8352088022005502	0.8235294117647058	0.866304347826087	0.8680473372781065
cg00032227	0.05837269994384064	0.08451857157474675	0.06384868421052632	0.07202226345083489	0.07283908177686109	0.059010858304876644	0.056730845416369545	0.2482330430707954	0.05350643503058047	0.02511666928844843	0.017912657290895632	0.054075450915599614	0.02314945780292315	0.029359055450137044	0.02519806338028169	0.016757831924415715	0.02916856896464262	0.015931434333249308	0.020661337526754902	0.0212651573980049	0.027888901588753002	0.05992850397949548	0.08129679601687508	0.05483860041323714	0.03799630494649144	0.052391578538857085	0.029459084604715673	0.034241989478718315	0.03904424778761062	0.02093657086223984	0.052999220101047774	0.061790112111744164	0.06698318059696	0.06100292415852672	0.03400957864715062	0.08935300954460607	0.023743611584327088	0.0636604774535809	0.0484622144112478	0.06777970511708586	0.1436959893640594	0.0409808692333381	0.039070891514500536	0.030079828820673195	0.01982767061588172	0.02046357282920207	0.049634344528710725	0.08957118353344769	0.06041542584871948	0.062459579972088904	0.06363526032606497	0.04703996983408748	0.06800520542851832	0.031952461799660443	0.0576551724137931	0.06591009906846074	0.04738859295829544	0.03441502021079672	0.05313994159740718	0.042342029990465456	0.05019527235354573	0.0291062540575633	0.04705206109377566	0.03793176520449248	0.04248543689320388
cg00032246	0.07770700636942675	0.07081738347219095	0.12446764665476028	0.06360567184334909	0.09608091024020228	0.08630810725051563	0.10032766422218754	0.12196139801773605	0.07547873663267844	0.08426202772492525	0.11953159522757402	0.07274797570850203	0.11025316455696202	0.0666967780788919	0.10412824514115478	0.08849800742064037	0.07105025190543858	0.07758392809939202	0.18773188226564433	0.09584664536741214	0.18018018018018017	0.07584770969660916	0.09844922461230615	0.15345447284345048	0.10461582983649255	0.07846214201647705	0.10441439973937124	0.08812582542922319	0.11714807258670676	0.23825212415467314	0.43553378029912326	0.10339100346020762	0.07871963298926077	0.11733817070842086	0.10156087408949012	0.06992313414331763	0.11109415534869525	0.07752478314745972	0.08799705449189986	0.24654944223860845	0.15886026541764248	0.08639125151883353	0.07328523989465247	0.08581221691761537	0.11981842073826306	0.08764423700246338	0.0741509894942585	0.054860004552697475	0.08528982623690144	0.08628747292830274	0.04822695035460993	0.07490784623486045	0.20095445585641664	0.14895635673624288	0.22298249144697121	0.0689928628072958	0.17489626556016596	0.1126659490491568	0.25791908885988846	0.11974789915966387	0.08305252725470763	0.13229571984435798	0.1311787072243346	0.07782597601428937	0.06836707862214042
cg00032308	0.7348284960422163	0.8279231011660889	0.7691696464044497	0.7468250716919296	0.7780184082295615	0.7593406593406593	0.657258064516129	0.891503013805172	0.8547641073080481	0.8828107627307094	0.904096834264432	0.7635048915355168	0.9215972729486243	0.8807484220018035	0.895610165931527	0.8775004762811964	0.9124509986932985	0.8856754658385093	0.8613211301233585	0.8591549295774648	0.885563868107509	0.8416755413560525	0.8316256830601093	0.8533692722371967	0.7696435415868149	0.8816287878787878	0.8575240128068303	0.8809226932668329	0.8123496391339214	0.8293472845042352	0.7068965517241379	0.7040923399790137	0.8857814950339781	0.9106804297451022	0.8260302556077204	0.8195829555757026	0.9060463025398966	0.78941063727839	0.8377687565779582	0.7651410078594545	0.881277213352685	0.870177267987487	0.8758308960382877	0.8554287962234461	0.886943836615609	0.8511466011466011	0.7552992518703242	0.8246249353336782	0.7889182058047494	0.8701298701298701	0.8538605396740583	0.7053191489361702	0.5387453874538746	0.5290791599353797	0.7959763313609467	0.7739416358405261	0.6561797752808989	0.6697848456501403	0.6750830564784053	0.7423312883435583	0.6838760921366164	0.7458966565349544	0.5639853747714808	0.7154753643303262	0.7263875365141188
cg00032366	0.3766600976780053	0.47844360086767895	0.5445855569816929	0.47949695842657675	0.6017710944026734	0.6109798095752583	0.5853379922053488	0.5518123667377399	0.6523172999333403	0.5700393356643356	0.65200305003226	0.5362093191053051	0.745600101658301	0.5336966052862332	0.7108522956779318	0.6844157504474558	0.6709552696486901	0.6778259419806603	0.6028812177222072	0.6365881898880741	0.6778827077216094	0.5849710556395413	0.5185274717684843	0.46045779338742887	0.2825167430384209	0.668726866401285	0.7086061370986827	0.5241975173620604	0.6184188864377201	0.6217456307676444	0.6161912751677853	0.49572649572649574	0.4400208384744043	0.6336897482321593	0.6558092191362512	0.3991524093548893	0.7163218390804598	0.6356493115775316	0.591810369038926	0.6886657833044542	0.7344311572894203	0.6539409687520821	0.6547489606651743	0.6810647020379063	0.657036731324804	0.5984472226979506	0.2754785558517083	0.2933276373054228	0.29049673168020745	0.3744686234817814	0.24390243902439024	0.5890838454924688	0.47923474945533767	0.3163658536585366	0.5055242555059632	0.5739413137712571	0.42106778413998275	0.404442116936726	0.4358671934894144	0.5795077046227737	0.5964387015442799	0.5981589329325568	0.45767011224554505	0.44496025649589205	0.4555535021253003
cg00032490	0.9131299734748011	0.9492119089316988	0.8430940507943872	0.9054873938249967	0.9218088986141503	0.9401355854303114	0.8894843568945539	0.8708118556701031	0.9305961175055832	0.9426241884342443	0.9607001321003963	0.9251556497549345	0.9318011116118372	0.9571379781420765	0.9551686951163149	0.9733698357391737	0.9574261544862016	0.9486002753556677	0.9515060240963855	0.9476923076923077	0.9507114869045163	0.9238786279683378	0.9222081039107722	0.9583333333333334	0.9041039671682627	0.8886032562125107	0.922926447574335	0.9262797661485812	0.906121045392022	0.8643516006511123	0.9328817733990148	0.9291411397526298	0.9426737967914438	0.9322083495903238	0.9274633123689727	0.8700556904183921	0.9284994964753273	0.9291926640196635	0.9485704169248473	0.9061183550651956	0.8527777777777777	0.9258288357748651	0.8996524104579114	0.9254380187063628	0.9672058168867784	0.9684678016284234	0.8554831895792995	0.9332893869479235	0.8932120363890833	0.9181985294117647	0.9121292299122685	0.9173539808113113	0.9057928613224108	0.9076581127500505	0.937125748502994	0.9153038388707179	0.8951003388063591	0.9402933563416739	0.8821454812637767	0.9279130229260222	0.9187264348554671	0.9375597323988532	0.8989857172428068	0.9618452252640656	0.9316884551647947
cg00032609	0.6691050731521946	0.41028641823221434	0.48477842003853566	0.13375476620509733	0.3496538434087503	0.36229650968044486	0.09205192974211361	0.3486483281953996	0.560352422907489	0.25697495897082956	0.35325194911776775	0.18950595023440317	0.15894401909118028	0.6258933705742217	0.3650594078078833	0.4227889433091257	0.3989881764438381	0.3958414194621569	0.4873721679190915	0.3668719507318244	0.6834451901565995	0.3966706173903674	0.21876376449860518	0.44936300123290085	0.0719482619240097	0.42610158403812903	0.32720718173464336	0.20412571552003456	0.4442291545566105	0.5047018475495076	0.43835838650373093	0.3073749789526856	0.3500084312292732	0.45517172523961663	0.4888068880688807	0.31253962216305314	0.6151321056845477	0.42454599515118246	0.40702925584135086	0.5197778278165578	0.5604694896569613	0.32744479495268136	0.38095762245459547	0.6315198732338572	0.21964591087415752	0.2456726880560798	0.16247151714270575	0.0748541523678792	0.07074257736488607	0.0863088469410962	0.04205358727154433	0.05896109418184395	0.44764814461205527	0.06454643048845947	0.4560195721438325	0.36770921386306	0.5271867612293144	0.35284519681827453	0.42661125028467317	0.519113061554452	0.5821810883140054	0.5307674579396174	0.38210673177537496	0.5079855744461618	0.6942032132001736
cg00032610	0.8556917451073339	0.8249792531120332	0.8874652565927734	0.837998698037757	0.867033119955469	0.8903355032548823	0.9329532779774445	0.8365599136379993	0.8749440114664516	0.9072246795962345	0.8786628146925299	0.8519844357976654	0.8757448160800826	0.8489963048037551	0.871933878421614	0.8890835257584202	0.8268370087069737	0.8930604982206406	0.9199512746889411	0.8787773933102653	0.8970459518599563	0.8664059444661713	0.874489950128457	0.865485418973791	0.8557399723374827	0.8727792650279873	0.8646048820852297	0.8551573513352526	0.9102767845318501	0.8995674803900008	0.8576965265082267	0.8633333333333333	0.8828709819462792	0.8757639939485627	0.891998083373263	0.8800886181113265	0.9070342877341817	0.8779886615725906	0.8488319243705118	0.9040300913487372	0.8404088995790739	0.8272970233158234	0.8666948793906052	0.8794226092413902	0.8718535469107551	0.8440470019008122	0.9010188087774295	0.8456523101999874	0.9053811659192825	0.8754863813229572	0.8641504099519367	0.892353579175705	0.8192169249981636	0.811893604382549	0.8669349767324864	0.8588216224977713	0.8204640547736782	0.866854007761274	0.854739652870494	0.798521662763466	0.9127511065713313	0.9249425287356322	0.7215470679012346	0.8868546736411189	0.901558222783744
cg00032643	0.7629204265791633	0.7479591836734694	0.7399685287175453	0.6469440832249674	0.6935090287945339	0.7410154021677124	0.6371756699276904	0.7726883561643836	0.7780517879161529	0.816772056609455	0.887479722754756	0.5980670835702103	0.8888061923191426	0.906930693069307	0.8696879410381056	0.8800682885189928	0.9086849399445642	0.8941688144329897	0.8753973299427845	0.8609615741600148	0.9004516711833785	0.6502335236118318	0.7092846270928462	0.6385920804525456	0.6610265087422448	0.6173044925124792	0.8804602184087363	0.8284200516234207	0.7300583657587548	0.9244308089778782	0.5698324022346368	0.8890462700661	0.6761565836298933	0.7978875249785898	0.8725589225589225	0.8006993006993007	0.8909715713839426	0.8481159420289855	0.8753094462540717	0.8356779407363065	0.8208197315923105	0.8467450980392157	0.826629680998613	0.8581242114117482	0.8999771637360128	0.8758409785932721	0.7429861335053208	0.8470382404398901	0.7794336810730254	0.7589408528198074	0.8042998897464168	0.6759816059426954	0.6506316812439261	0.6574789915966387	0.7909852413242919	0.739247311827957	0.735523613963039	0.7999128160418483	0.743598270701696	0.8185154975530179	0.8370212765957447	0.7897135416666666	0.7626892252894034	0.7881227981882235	0.8075657894736842
cg00032664	0.7438389788905253	0.7787589871834948	0.8070727643029069	0.7612374886260237	0.8051633024343758	0.8102265641238827	0.6956093557652852	0.7333276840945683	0.7978933010003031	0.7991274313761134	0.8677274034314195	0.73659793814433	0.8399611084103062	0.7914926357441195	0.7938165865886777	0.7531190237683271	0.7900670619107785	0.7860483242400623	0.8505658929599079	0.7697157130962293	0.7585301837270341	0.758420085731782	0.7683139755560616	0.7705075007979573	0.7442437398247926	0.8454746136865342	0.7858777752346074	0.7249604024969719	0.8180475557524738	0.8181992889401365	0.7899641577060932	0.7521079258010118	0.7395699939340837	0.7697059029971222	0.8136051357134813	0.711694540088539	0.8096298357918175	0.8270856998611636	0.7465247438239733	0.8441127694859039	0.8137745286648711	0.7201781564678543	0.6994187873075715	0.746470874574071	0.7702968350697857	0.7977463712757831	0.7093838579740415	0.720364558184452	0.6926325077204261	0.7324074074074074	0.7020274584929758	0.7807275192046995	0.6541423137582336	0.7392081736909323	0.7311306223043746	0.7794729542302358	0.7572724959715037	0.7666071596354411	0.7896774193548387	0.7576804915514593	0.7773681225184345	0.7574027827327863	0.7190944881889764	0.7925378740453236	0.7718777810738653
cg00032666	0.7086803331197951	0.7256529167683671	0.769640787949015	0.7876494626910853	0.5241707833450953	0.8105301292114478	0.7450284090909091	0.4165899183397802	0.7774798927613941	0.4313247505142074	0.8582836348933589	0.7509698597433602	0.744605324614666	0.38634406750473566	0.4707032986574198	0.8276003276003276	0.8378457485731011	0.7274969173859432	0.6627990645799604	0.42479305471431456	0.8495249175877448	0.8344563552833079	0.46930296968764423	0.523845918679303	0.7187116145762249	0.3680624556422995	0.49181210945916826	0.4924253675924551	0.8010264508487959	0.8526172876753658	0.7787251319529029	0.6661314493684436	0.7874164810690423	0.7456542604244428	0.7438857852265673	0.7271289216978645	0.8471080555970707	0.747535106065133	0.6297529836247572	0.5408680598491405	0.4287079510703364	0.37646762831264674	0.41799240894775097	0.8271946829133204	0.8613253580985362	0.7206879606879607	0.44943427853052104	0.5897468760012816	0.35260570304818095	0.751783295711061	0.7145199761478831	0.37649757838388986	0.7471403579598977	0.7360052997681351	0.7612729112785337	0.7291975125851348	0.7614351057747284	0.6973800784710796	0.6000166833500167	0.4542056074766355	0.776461740928746	0.5033721643163703	0.6676239419588875	0.7312072892938497	0.35386119257087
cg00032756	0.07114485981308412	0.06421186286958099	0.060200346753997304	0.06716515807424898	0.08105299618981641	0.0934762714080272	0.08949771689497717	0.06729245398025113	0.08102943050070073	0.08001531393568147	0.07040675629093417	0.03826086956521739	0.06826357096141268	0.053375346128139024	0.05961681547619048	0.06657445827570309	0.06431668540228039	0.06656912948061448	0.08491402233646517	0.06905787818795854	0.07796817625458996	0.050275675170544806	0.05688545688545688	0.06090963734722501	0.07759182786350793	0.06073866619989498	0.07133676092544987	0.07366134006167648	0.05681471694277874	0.061492641906096705	0.05934531752884842	0.06151545363908275	0.05996222851746931	0.04613431151241535	0.06982478909798832	0.06885524083017883	0.08234429156601197	0.059096809455489514	0.06482384823848239	0.08860467795829012	0.06731946144430845	0.06531165311653117	0.06456889165822884	0.060339599757428745	0.06878917848894754	0.06609396914446003	0.0689271817676487	0.07334846493847808	0.09926980312413347	0.06623150565709313	0.061416335909755586	0.10081477457903314	0.07797706104226003	0.11458543473875328	0.06572272279851595	0.04976803036693378	0.08561776061776062	0.0844650546538589	0.06913847364280094	0.08952519028633563	0.10481535119478638	0.12036651395251978	0.08967082860385925	0.06597760551248924	0.09194275632228975
cg00032789	0.053888760673897994	0.05574402144322989	0.07708119218910586	0.059014353641736655	0.06382978723404255	0.061919374500819704	0.06417849898580122	0.06103151862464183	0.055101693472895924	0.04842558640358536	0.05713510580575149	0.04316736126343496	0.056693639250230465	0.043182631516163666	0.056945642795513375	0.057506279728501954	0.04950665442863699	0.049096209912536444	0.043216289216704756	0.052940383059077424	0.05253051707584693	0.04836852207293666	0.04864079329799966	0.04504600898780227	0.054999794162447	0.043601471611812666	0.05656593596570085	0.07437476161935379	0.0575608138908458	0.048483725526527084	0.0520162932790224	0.059314954051796154	0.05090539165818922	0.05903763558273276	0.05856762547886501	0.06516203703703703	0.07255837308561386	0.05994976886397554	0.06378153205276556	0.06986925752668825	0.08162775823472977	0.057462813189299244	0.06035534341023601	0.05551563922019447	0.05073950124149843	0.05243256869170658	0.04218928164196123	0.0642273596384495	0.05578412391093901	0.06887797569502248	0.04577906152923865	0.07018020817150847	0.05230496453900709	0.06381654538491	0.0476510067114094	0.0468938042079927	0.05945631632504725	0.05945206866865853	0.04335504766110927	0.09467317980925796	0.04837409298575652	0.056895030873272565	0.06574214066002815	0.06041025641025641	0.04222107292303352
cg00032805	0.04368632293917876	0.04854263143557614	0.044393038114122055	0.03368469294225481	0.06424941865472397	0.05667841028493727	0.04892984902685988	0.03621595795508839	0.052158388063508254	0.055846737755286466	0.05279941129576256	0.03245983671319463	0.04711458042932813	0.04364409887772317	0.05355280798450767	0.05232809571861035	0.048334085196880844	0.04464574571336137	0.046962972776048224	0.05168156662409536	0.05420951716925222	0.03795688847235239	0.04167966556436014	0.04400318686032972	0.05527941966684578	0.03974300659540596	0.052221536562789266	0.050670258482457826	0.03992869875222817	0.03943534287379395	0.03612431868259307	0.0381567856139365	0.0503701230032838	0.047195467422096314	0.058291796908000335	0.05229574762393468	0.0654572940287226	0.03644588045234249	0.05196078431372549	0.05932908233989465	0.06440788049361333	0.04206241519674356	0.050702229094188894	0.04251202064031899	0.04752879428488118	0.04310401471844405	0.05082512827624463	0.04769621347161454	0.04071013161922253	0.04806897366245423	0.04974831666339805	0.052372808892689186	0.05729531612138199	0.06205479452054795	0.048540298924430784	0.031903109076139136	0.035777090534230796	0.06739130434782609	0.03973555070883315	0.050365556458164096	0.04850175470170071	0.0570313163031486	0.04735376044568245	0.05303392259913999	0.04785823915166736
cg00032852	0.08750953955736454	0.08628868308109329	0.12162546177891446	0.09634888438133875	0.12746858168761221	0.08529819694868239	0.11603053435114503	0.06017191977077364	0.07638646668991977	0.05432582435520731	0.11937612477504499	0.07470078415187784	0.07213753987947537	0.06621472489358347	0.0671628873117535	0.06657420249653259	0.07299174420128424	0.042996836353178025	0.09101187111362352	0.052944928768870934	0.07737959370006847	0.028181289947704823	0.07551707551707551	0.08773291925465838	0.06780551905387648	0.12264150943396226	0.078719723183391	0.08249258160237388	0.1181977764774722	0.06445396145610278	0.07658264383298057	0.07790106333795654	0.09961022087483759	0.06505270092226614	0.08141525584934373	0.052147701582516956	0.06776379477250725	0.05788260810627626	0.055504526964965224	0.16983240223463686	0.1328762650995756	0.0699900957411687	0.058332228556277343	0.06817874983124071	0.07106676899462779	0.059729351376574896	0.06340118744698897	0.07788904784612939	0.09779316313284292	0.08369270084651015	0.04758620689655172	0.13561286583598955	0.06278456745746465	0.2694938440492476	0.06295907660020986	0.07580942353250855	0.09744186046511628	0.08816880180859081	0.07885010266940452	0.16766169154228855	0.09588477366255144	0.13877077696173173	0.1970471323111868	0.14971287940935193	0.07409200968523003
cg00032879	0.7125700180385455	0.7464653981077921	0.7578608019784491	0.794007070310308	0.7710636079249218	0.7733477566579097	0.7845539775364336	0.8093225605966439	0.8383103485720491	0.7538250171735464	0.8281956718391205	0.730439140512435	0.8348827528791453	0.7592012860648109	0.8076723691031623	0.7832539142273656	0.7859507171754322	0.7914875625396378	0.7920738693806025	0.777391622462045	0.7980769230769231	0.7647333139026523	0.7928143047534429	0.7677730250690346	0.771556706273984	0.8183177197528403	0.7655773789366745	0.7979508814223294	0.8284475022434938	0.7943789559259045	0.8053214060439245	0.7082752613240418	0.7982480663498276	0.7763735532792337	0.7830281850641951	0.7002909393183707	0.7986201888162673	0.755521442012479	0.795998570918185	0.8273262984788269	0.7498660953401178	0.7122424414076329	0.8061951300314726	0.7506397852818176	0.8079661016949152	0.7907220351664797	0.7118674509451753	0.6505600137321375	0.6504899855542108	0.7106844992110601	0.681961128009486	0.8232325614299864	0.7124105011933174	0.6136702473336136	0.7630930537352556	0.7679736269902504	0.7206507155635062	0.7584775432629789	0.7452077864183466	0.7968447431370316	0.744331594839418	0.6992316136114161	0.7073346462366108	0.7908839460643079	0.7422172053231939
cg00032884	0.8272034088360619	0.7998376435115389	0.8305084745762712	0.8163606010016694	0.7554269175108539	0.8001544699748986	0.8492508292348164	0.7433133026982444	0.7724883177570093	0.8710278439084981	0.8525731694048526	0.781598260396847	0.8722845547863451	0.8231633067243945	0.8782834850455137	0.8325020299269227	0.8325608342989571	0.8161721931355439	0.8321241209956468	0.8411620176326059	0.8436302314885789	0.8064870808136338	0.8161621410939327	0.7964785085447954	0.8283325135268077	0.8428397386200022	0.8175529615218331	0.7640836793857244	0.8239916186485071	0.8878887070376432	0.8516014629280727	0.7995591857902243	0.8195521477738085	0.8246481551920882	0.8496527304916247	0.8300015260186174	0.8207719469134299	0.8300701884004433	0.7724225710649131	0.8341197822141561	0.7475753433574172	0.8092568448500652	0.8028054718293531	0.7871851599727706	0.8258188824662813	0.8359504659772756	0.8019302478613731	0.789253096459402	0.8255609936282206	0.8629341905527279	0.8185307017543859	0.8278748714936114	0.8088063384855176	0.8326524198617222	0.8598385813345458	0.7707006369426752	0.7942354917926845	0.6932592077831827	0.8321536905965622	0.8192164179104477	0.8095695618754803	0.8214983713355049	0.7723384030418251	0.8555078683834049	0.8059497816593887
